V160001	V160001_orig	age	female	education	leftright	politicalinterest	politicalparticipation	TIPI_extraversion	TIPI_agreeableness	TIPI_conscientiousness	TIPI_emotionalstability	TIPI_openness	V161069	V161072	V161075	V161078	V161098	V161101	V161104	V161106	party_id	V161069_clean	V161072_clean	V161075_clean	V161078_clean	V161098_clean	V161101_clean	V161104_clean	V161106_clean
2798	402003	60.0	1.0	3	4.0	1.0	0.0	6.0	7.0	7.0	1.5	5.0		Too many lies and too much controversy.		Lack of experience in politics.	Education support	Support of homosexuality	Conservative values	Education policies	1.0		too many lies and too much controversy. 		lack of experience in politics. 	education support	support of homosexuality	conservative values	education policies
2799	402012	49.0	1.0	2	5.0		0.0							Liar; corrupt; Obama Care	Economy issues	Personality; lack of political experience			Lower taxes; a growing economy	No restrictions on guns	2.0		liar; corrupt; obama care	economy issues	personality; lack of political experience			lower taxes; a growing economy	no restrictions on guns
2800	402013	28.0	1.0	1	2.0	1.0	0.0	2.5	4.5	5.0	3.5	5.5									1.0								
2801	402016	26.0	0.0	2	6.0	0.0	0.0	6.0	4.0	7.0	2.0	5.0		She is pro abortion	He is pro life	He's out of control.					2.0		she is pro abortion	he is pro life	he's out of control. 				
2802	402017	59.0	1.0	1	3.0	0.0	0.5	4.0	4.0	4.0	4.0	4.0		lying	strong willed	he is a bully					1.0		lying	strong willed	he is a bully				
2803	402018	79.0	0.0	3	2.0		0.0						everything; totally qualified			too many to answer; totally unqualified	They are more inclusive.	lack of cohesive foreign policy	stronger military policies	2nd amendment; abortion,racism,etc.	1.0	everything; totally qualified			too many to answer; totally unqualified	they are more inclusive. 	lack of cohesive foreign policy	stronger military policies	2nd amendment; abortion,racism,etc. 
2804	402019	30.0	0.0	3	0.0	0.0	0.0	1.5	6.5	2.5	4.0	4.0	Democratic								0.0	democratic							
2805	402030	52.0	1.0	3	1.0		0.0						Female, most experienced	trustworthyness		lack of experience in goverment and foriegn affairs					0.0	female, most experienced	trustworthyness		lack of experience in goverment and foriegn affairs				
2806	402033	62.0		2	4.0		0.0							incessant lies and coverups		no political experience		spend and raise taxes		obstructionism	1.0		incessant lies and coverups		no political experience		spend and raise taxes		obstructionism
2807	402036	38.0	1.0	3	1.0	1.0	0.0	7.0	7.0	6.5	5.0	3.0	HER EXPERIENCE AND CARES FOR COMMON PEOPLE	LACK CONSISTENCY ON TELLING THE TRUTH		HATRED OF WOMEN AND CARES NOTHING FOR THE POOR AND DESPERATE	LOOKS OUT FOR THE AVERAGE CITIZEN, NOT JUST THE RICH				0.0	her experience and cares for common people	lack consistency on telling the truth		hatred of women and cares nothing for the poor and desperate	looks out for the average citizen, not just the rich			
2808	402038	74.0	1.0	2	6.0		0.0							Her is not to be trust		he is to radical			conserveist		2.0		her is not to be trust		he is to radical			conserveist	
2809	402039	34.0	1.0	3	5.0		0.0							her lack of major accomplishments, email scandal, Bengazi	business expertise	lack of foreign policy expertise		its labeling of everyone who disagrees with it as bigoted	it's traditional commitment to small government	its inability to articulate its economic vision	2.0		her lack of major accomplishments, email scandal, bengazi	business expertise	lack of foreign policy expertise		its labeling of everyone who disagrees with it as bigoted	it's traditional commitment to small government	its inability to articulate its economic vision
2810	402040	47.0	1.0	3	3.0	0.0	0.5	4.5	4.5	4.5	3.5	5.5	The issues she agrees with	The issues that she disagrees with Bernie Sanders on!		He's a sociopath who is pea-brained and dangerous for the US	Some issues	Corruption, greed, lies	Racism, greed, lies, war-mongering	Corruption, greed, lies, war-mongering	1.0	the issues she agrees with	the issues that she disagrees with bernie sanders on!		he's a sociopath who is pea-brained and dangerous for the us	some issues	corruption, greed, lies	racism, greed, lies, war-mongering	corruption, greed, lies, war-mongering
2811	402041	63.0	0.0	3	6.0	2.0	0.0	2.0	6.5	7.0	1.5	5.0		ANTAGONISM TOWARD RELIGIOUS FREEDOM	PREFERENCE FOR CONSERVATIVE POLICIES		THEY SPEAK FOR THE DOWNTRODDEN	OPPOSITION TO MORALITY AND RUN UP THE NATIONAL DEBT	SUPPORTS MORALITY, ETHICS, AND THE RULE OF LAW	WHEN IN POWER, THEY INCREASED SPENDING	2.0		antagonism toward religious freedom	preference for conservative policies		they speak for the downtrodden	opposition to morality and run up the national debt	supports morality, ethics, and the rule of law	when in power, they increased spending
2812	402042	45.0	1.0	2	3.0	0.0	0.0	3.0	7.0	7.0	2.0	5.5		I think she is a liar and should not be trusted		i dont think he is the correct person for president		they have created a strong socialist goverment	they claim that they want to cut spending and create capital	they never do what they promise	1.0		i think she is a liar and should not be trusted		i dont think he is the correct person for president		they have created a strong socialist goverment	they claim that they want to cut spending and create capital	they never do what they promise
2813	402046	73.0	0.0	3	5.0	2.0	0.0	3.0	5.5	5.0	4.0	4.5		The deleted e-mails on her server.	Not a career politician	Some of his business practices.	Try to help different groups.	Don't care about the budget.	A little more concerned about nat. debt.	Come off as prejudiced in some areas	2.0		the deleted e-mails on her server. 	not a career politician	some of his business practices. 	try to help different groups. 	don't care about the budget. 	a little more concerned about nat.  debt. 	come off as prejudiced in some areas
2814	402048	32.0	0.0	3	0.0	2.0	0.0	2.0	6.0	6.5	1.0	5.5	the future of the country			racist, misogynist, homophobic, etc.	Progress			Generally resist change; racist, sexist, homophobic.	0.0	the future of the country			racist, misogynist, homophobic, etc. 	progress			generally resist change; racist, sexist, homophobic. 
2815	402049	37.0	1.0	1	5.0	1.0	0.0	2.5	6.0	6.5	3.0	4.5		Liar	Try to make this country great again.						2.0		liar	try to make this country great again. 					
2816	402050	26.0	0.0	2	5.0	1.0	0.0	1.5	6.5	6.0	2.0	3.5		Benghazi, Don't want family in white house		HIs pomp					2.0		benghazi, don't want family in white house		his pomp				
2817	402052	73.0	1.0	2	4.0	2.0	0.0	5.0	5.5	6.5	3.0	6.5			he wants to make us strong again			lazy and not getting the job done	they try to fight for our country		1.0			he wants to make us strong again			lazy and not getting the job done	they try to fight for our country	
2818	402058	20.0	1.0	1	1.0	3.0	0.0	4.0	7.0	7.0	3.0	7.0	Shes strong minded								0.0	shes strong minded							
2819	402059	57.0	1.0	2	6.0	2.0	0.0	4.0	6.0	7.0	3.5	4.5		she lied							2.0		she lied						
2820	402060	22.0	1.0	1	3.0	0.0	0.0	3.0	5.5	2.0	4.5	4.5	Willing to stand up againt a man			How he treat people is bad.					1.0	willing to stand up againt a man			how he treat people is bad. 				
2821	402063	27.0	0.0	3	6.0	2.0	0.0	4.5	4.0	5.5	3.5	5.0		The lack of Values, and leadership.							2.0		the lack of values, and leadership. 						
2822	402066	63.0	1.0	2	1.0	2.0	0.5	6.5	6.5	6.5	1.5	-1.0		Her getting caught in lies.		His crass speaking and all around lack of control	The more socialistic attitude				0.0		her getting caught in lies. 		his crass speaking and all around lack of control	the more socialistic attitude			
2823	402067	50.0	1.0	3	5.0	1.0	0.0	1.5	6.0	5.0	3.0	2.0									2.0								
2824	402068	55.0	0.0	3	0.0	3.0	0.0	6.0	5.5	5.5	2.5	7.0	experience and proven service to nation			temperament and racist position	integration and sense of community			failed to live to Lincon party values	0.0	experience and proven service to nation			temperament and racist position	integration and sense of community			failed to live to lincon party values
2825	402069	86.0	1.0	1	5.0	2.0	0.0	3.5	6.5	7.0	4.0	2.5		Illegal imigration	Legal imigration  US security. Medical, crime,			Everything		Honesty  cut entitlements.	2.0		illegal imigration	legal imigration  us security.  medical, crime,			everything		honesty  cut entitlements. 
2826	402074	60.0	1.0	3	0.0	3.0	0.0	4.5	4.0	5.0	3.5	4.0	Qualified			Narcissistic nut job	Policies that help people			Hypocrites	0.0	qualified			narcissistic nut job	policies that help people			hypocrites
2827	402078	35.0	1.0	2	0.0	2.0	0.0	4.0	6.5	7.0	1.5	6.0	Better take on different policies			Doesnt care about people	They care about regular people.			They only care about issues that serve rich people.	0.0	better take on different policies			doesnt care about people	they care about regular people. 			they only care about issues that serve rich people. 
2828	402094	62.0	0.0	2	4.0		0.0							she's a pathological liar	I beleive he can repair a lot of the damage to our country o			i can't find much to agree on with them			1.0		she's a pathological liar	i beleive he can repair a lot of the damage to our country o			i can't find much to agree on with them		
2829	402098	49.0	1.0	2	6.0	2.0	0.0	4.0	6.5	6.5	1.0	2.5		She agrees with Obama		His mouth is going to get the US in trouble	Right to defend/bear arms	Need to work better with Republicans	Christian values	Need to work better with the Dems	2.0		she agrees with obama		his mouth is going to get the us in trouble	right to defend/bear arms	need to work better with republicans	christian values	need to work better with the dems
2830	402099	58.0	0.0	3	6.0	2.0	0.0	3.5	6.5	6.0	2.5	5.5		Weak economic and national security ideas. Very dishonest.	Strong economic and national security policy			Spreading the wealth, Tax policies.	Realistic policy making mentality.	Not standing-up for their constituents.	2.0		weak economic and national security ideas.  very dishonest. 	strong economic and national security policy			spreading the wealth, tax policies. 	realistic policy making mentality. 	not standing-up for their constituents. 
2831	402101	28.0	1.0	2	3.0		0.0							Untrustworthy		He is blurts out inaccuracies.					1.0		untrustworthy		he is blurts out inaccuracies. 				
2832	402104	62.0	1.0	2	6.0	2.0	0.0	3.5	4.5	7.0	4.0	4.0		Crook	Lesser of 2 evils	Never been in politics			no illegals coming in		2.0		crook	lesser of 2 evils	never been in politics			no illegals coming in	
2833	402105	54.0	0.0	3	5.0	3.0	0.0	5.5	6.5	7.0	2.0	5.5	EXPIRIANCE	impersonal		inexperienced					2.0	expiriance	impersonal		inexperienced				
2834	402109	61.0	0.0	2	6.0		0.0							Unqualified and a liar	He respects this country and it's people			I do not approve of socialists	work ethic	they are politicians	2.0		unqualified and a liar	he respects this country and it's people			i do not approve of socialists	work ethic	they are politicians
2835	402116	28.0	0.0	3	6.0	3.0	0.0	6.0	3.0	7.0	6.0	7.0	She is a criminal	She is a criminal	Law and Order			Liars, Just say what voters want to hear	They share my values	Not sticking to their nominee	2.0	she is a criminal	she is a criminal	law and order			liars, just say what voters want to hear	they share my values	not sticking to their nominee
2836	402118	67.0	1.0	2	1.0	2.0	0.0	6.0	7.0	6.5	2.0	7.0	experience in government	not being forthright to the pulic		His lack of morality, maturity and disrespect of certain gro	Giving people affordable health care	They want to raise taxes		They are  not for women's rights and abortiob	0.0	experience in government	not being forthright to the pulic		his lack of morality, maturity and disrespect of certain gro	giving people affordable health care	they want to raise taxes		they are  not for women's rights and abortiob
2837	402120	45.0	1.0	2	5.0		0.0							I feel she is somewhat of a fraud		He's has no political saavy		Only think of themselves		This party can't keep it together	2.0		i feel she is somewhat of a fraud		he's has no political saavy		only think of themselves		this party can't keep it together
2838	402124	31.0	1.0	2	3.0	2.0	0.0	4.0	4.0	4.0	4.0	4.0									1.0								
2839	402134	70.0	1.0	2	3.0	2.0	0.0	3.5	6.5	6.5	1.5	6.0		Liar, Broken laws, Don't feel reputable		Would be a disgrace to the U.S. to have in office		Will not cooperate and get things done		Can't agree or get along with other party..not getting work	1.0		liar, broken laws, don't feel reputable		would be a disgrace to the u. s.  to have in office		will not cooperate and get things done		can't agree or get along with other party. . not getting work
2840	402136	37.0	1.0	2	6.0	2.0	0.5	3.0	6.0	5.0	3.0	4.5		Pro choice and illegal document activity	Republican			pro choice, gay marriage support	pro life		2.0		pro choice and illegal document activity	republican			pro choice, gay marriage support	pro life	
2841	402137	58.0	1.0	2	0.0	2.0	0.0	4.0	5.5	7.0	3.0	5.5	she seems to care about the people and she is female			he doesn't seem to identify with people like me struggling l	democrats are for the thing that are important to me right n			the republican party is against everything that a person lik	0.0	she seems to care about the people and she is female			he doesn't seem to identify with people like me struggling l	democrats are for the thing that are important to me right n			the republican party is against everything that a person lik
2842	402140	27.0	0.0	3	3.0	3.0	0.0	3.5	6.5	7.0	1.5	7.0		Corruption/Lies, Soros, Benghazi, Clinton Foundation, Emails	His message of unity, anti-establishment, and America first			Does nothing for minorities while pandering for their vote	Donald Trump	RINO Globalists	1.0		corruption/lies, soros, benghazi, clinton foundation, emails	his message of unity, anti-establishment, and america first			does nothing for minorities while pandering for their vote	donald trump	rino globalists
2843	402143	28.0	1.0	3	0.0	3.0	0.0	6.0	3.0	6.0	2.0	5.5	Secretary of State experience, policy on domestic social iss			Policy on immigration, regressive economic policies, demeano	Progressive agenda on education, health care, civil rights	Resistant to push forward campaign finance,		Blocking compromise (gov shutdown, ACA), extreme fractions,	0.0	secretary of state experience, policy on domestic social iss			policy on immigration, regressive economic policies, demeano	progressive agenda on education, health care, civil rights	resistant to push forward campaign finance,		blocking compromise (gov shutdown, aca), extreme fractions,
2844	402144	23.0	1.0	2	2.0	2.0	0.0	7.0	6.5	4.0	3.0	4.0		Corporate sponsorship		He's actively inflammatory	Bernie Sanders had even a chance makes me have hope.	Hillary and her two faced methods		Conservative views - gun control, gay marriage, etc	1.0		corporate sponsorship		he's actively inflammatory	bernie sanders had even a chance makes me have hope. 	hillary and her two faced methods		conservative views - gun control, gay marriage, etc
2845	402146	37.0	1.0	3	0.0	2.0	1.0	2.5	7.0	7.0	4.5	5.5	experienced			everything, specifically racist, masogynist, inexperienced	the care about the poor			they are assholes	0.0	experienced			everything, specifically racist, masogynist, inexperienced	the care about the poor			they are assholes
2846	402147	64.0	1.0	3	0.0	2.0	0.5	7.0	6.0	7.0	1.0	7.0	Most qualified presidential candidate ever			Sexist, Racist, Unprofessional, Dictator	Create jobs, willing to try new approaches, economic focus	not aggressive or strategic enough		dark age thinking, chauvinism, stuck in the past	0.0	most qualified presidential candidate ever			sexist, racist, unprofessional, dictator	create jobs, willing to try new approaches, economic focus	not aggressive or strategic enough		dark age thinking, chauvinism, stuck in the past
2847	402149	77.0	1.0	3	6.0	0.0	0.0	4.0	7.0	6.0	2.5	5.0	Experience		Rich bully	Rich bully			Truthful		2.0	experience		rich bully	rich bully			truthful	
2848	402150	67.0	0.0	1	6.0	2.0	0.0	3.0	6.5	6.5	3.0	4.0		She is against gun rights	He is against abortion			Want to take our rights away.	US Military and our Freedoms		2.0		she is against gun rights	he is against abortion			want to take our rights away. 	us military and our freedoms	
2849	402154	74.0	1.0	3	6.0	3.0	0.0	4.5	6.5	7.0	1.5	6.0		Supreme Court Judges	illegal immigrants			give away too much money	Conservative ideals	not working for their pay	2.0		supreme court judges	illegal immigrants			give away too much money	conservative ideals	not working for their pay
2850	402155	33.0	0.0	2	6.0	1.0	0.0	4.0	4.0	4.5	4.0	4.0			not a politician				small government	still politicians	2.0			not a politician				small government	still politicians
2851	402158	31.0	0.0	2	6.0	1.0	0.0	4.0	4.0	4.0	4.0	4.0		accountability	hope to improve America		help the lower class	socialist concepts	less government,  allow people to control their own wealth.		2.0		accountability	hope to improve america		help the lower class	socialist concepts	less government,  allow people to control their own wealth. 	
2852	402162	36.0	1.0	3	5.0		0.0							I think there are too many lies and cover ups.  No trust!	He's tells it like it is and doesn't do a lot of BS.	Could be too outspoken.		Reality	Some...trying to get this country back on track.	Worrying more about their agenda.	2.0		i think there are too many lies and cover ups.   no trust!	he's tells it like it is and doesn't do a lot of bs. 	could be too outspoken. 		reality	some. . . trying to get this country back on track. 	worrying more about their agenda. 
2853	402163	49.0	0.0	1	5.0	1.0	0.0	3.0	7.0	7.0	1.0	5.5		Crooked							2.0		crooked						
2854	402164	19.0	0.0	2	5.0		0.0							she's not an honest person			they are all liars				2.0		she's not an honest person			they are all liars			
2855	402168	64.0	1.0	3	1.0	1.0	0.5	4.5	6.5	6.5	3.0	5.0	wealth of experience and knowledge		business experience	racist, hates women, non-whites..lives in a privileged world	open-minded	don't work for good of all of America	conservative nature	don't work well with all to better America	0.0	wealth of experience and knowledge		business experience	racist, hates women, non-whites. . lives in a privileged world	open-minded	don't work for good of all of america	conservative nature	don't work well with all to better america
2856	402170	38.0	0.0	3	5.0	3.0	0.5	6.0	5.5	7.0	1.0	4.0	Ability to work with others			Inability to work within the system	People first agenda - all people		Their approach to business	Their desire to create a class system	2.0	ability to work with others			inability to work within the system	people first agenda - all people		their approach to business	their desire to create a class system
2857	402171	53.0	1.0	3	6.0	3.0	0.0	2.5	6.0	6.0	2.5	3.0		she is dishonest	business skills to get economy going			big government	Follow the constitution	not holding their ground on basic conservative principles	2.0		she is dishonest	business skills to get economy going			big government	follow the constitution	not holding their ground on basic conservative principles
2858	402172	46.0	1.0	1	2.0		0.0						personal	personal		because		personal		personal	1.0	personal	personal		because		personal		personal
2859	402173	70.0	1.0	3	0.0	2.0	0.0	3.0	7.0	7.0	2.0	2.5	Experience in foreign affairs, personality			Immigration issues, dislike of minorities	People's party			Dismissal of middle class	0.0	experience in foreign affairs, personality			immigration issues, dislike of minorities	people's party			dismissal of middle class
2860	402174	52.0	1.0	3	5.0	3.0	0.0	6.0	6.0	6.5	1.0	7.0		She's shady	Beliefs				economics and building economy		2.0		she's shady	beliefs				economics and building economy	
2861	402175	38.0	1.0	2	0.0	2.0	0.0	4.0	6.0	6.5	2.0	6.5		I think everyone gives a lot of promises t		Everything	Im democrat				0.0		i think everyone gives a lot of promises t		everything	im democrat			
2862	402179	34.0	1.0	2	1.0	1.0	0.0	3.0	4.0	6.0	4.5	6.0									0.0								
2863	402187	42.0	1.0	3	2.0	2.0	0.5	2.5	5.5	5.0	4.0	6.0	If Trump is beating her	I'd rather vote green party		Everything		Not progressive enough		Everything	1.0	if trump is beating her	i'd rather vote green party		everything		not progressive enough		everything
2864	402188	57.0	1.0	2	6.0	2.0	0.0	5.0	3.0	6.5	2.5	2.5		she is a crook and a liar	he is the lesser of 2 evils	he is unqualified and arrogant		healthcare platform	small goverment	lack of leadership/lack of solid candidate	2.0		she is a crook and a liar	he is the lesser of 2 evils	he is unqualified and arrogant		healthcare platform	small goverment	lack of leadership/lack of solid candidate
2865	402190	39.0	1.0	3	2.0	2.0	0.5	7.0	4.5	5.0	2.0	6.0	woman with experience	fake, liar, sneak, coward	I've always loved him as a business tycoon	his negative words agaisnt women	equal rights for women and gays	loose immigration	solid clear beliefs	views on abortion and gay rights	1.0	woman with experience	fake, liar, sneak, coward	i've always loved him as a business tycoon	his negative words agaisnt women	equal rights for women and gays	loose immigration	solid clear beliefs	views on abortion and gay rights
2866	402191	52.0	0.0	1	5.0	2.0	0.5	1.5	6.0	6.5	1.5	4.0		do not trust her not qualified		He is a buffoon	seem more capable of getting things done	big goverment entitlements	strong on self relience	not willing to comprimise old school	2.0		do not trust her not qualified		he is a buffoon	seem more capable of getting things done	big goverment entitlements	strong on self relience	not willing to comprimise old school
2867	402193	53.0	0.0	1	2.0	3.0	0.0	5.0	4.0	3.0	5.0	3.0	temperment			his need for revenge	social issues	to progressive at times	balancing budget	womans rights	1.0	temperment			his need for revenge	social issues	to progressive at times	balancing budget	womans rights
2868	402195	59.0	0.0	2	0.0	2.0	0.5	5.0	4.0	4.5	1.5	6.0	Donald Trump....or I meen (Don Drumpf)..≡ƒÅ¢≡ƒÄ¡≡ƒÄ¬ΓÅ│Γî¢≡ƒ			He takes ZERO ACCOUNTABILITY for anything he says or does. ,	These day's there isn't a lot of diff.but THEY  ABORTION R	I'm for TERM LIMITS...HOW ABOUT IF WE DETERMINE IF AND WHEN		They denied climate change....they are for fracking....drill	0.0	donald trump. . . . or i meen (don drumpf). . ≡ƒå¢≡ƒä¡≡ƒä¬γå│γî¢≡ƒ			he takes zero accountability for anything he says or does.  ,	these day's there isn't a lot of diff. but they  abortion r	i'm for term limits. . . how about if we determine if and when		they denied climate change. . . . they are for fracking. . . . drill
2869	402200	57.0	0.0	2	4.0	2.0	0.0	4.0	4.5	6.0	4.0	4.0		dishonest emails	stop illegal immagration			scandals high cost of  insurance	improve healthcare and stop immagration		1.0		dishonest emails	stop illegal immagration			scandals high cost of  insurance	improve healthcare and stop immagration	
2870	402202	27.0	1.0	1	1.0	3.0	0.0	4.0	5.5	3.5	4.0	5.5				sending people back to their countries					0.0				sending people back to their countries				
2871	402204		0.0	3	0.0	2.0	0.0	2.5	6.5	5.5	1.0	6.5	advocate for women and children								0.0	advocate for women and children							
2872	402206	37.0	1.0	1	0.0	2.0	0.0	4.0	4.0	5.5	4.0	5.0	que no es racista			su racismo	que es mas solidario				0.0	que no es racista			su racismo	que es mas solidario			
2873	402209	41.0	0.0	3	1.0	2.0	0.0	1.5	7.0	6.0	2.5	5.0	Qualified and diplomatic	Some trust and judgment issues	changing America's place in world affairs	short tempered and immaturity when people disagree with him	Looking out for the general well-being of all Americans	too liberal when it comes to abortion	In my state, I like their views on rural healthcare	Intolerant towards people different from them	0.0	qualified and diplomatic	some trust and judgment issues	changing america's place in world affairs	short tempered and immaturity when people disagree with him	looking out for the general well-being of all americans	too liberal when it comes to abortion	in my state, i like their views on rural healthcare	intolerant towards people different from them
2874	402210	22.0	0.0	3	4.0	2.0	0.5	7.0	4.5	7.0	1.0	7.0		Clinton and Her Husband pocketed Haitian Relief Funds.	He's not a puppet. Not perfect by any means.	He's uninformed on key positions.		Dependance on government.	Control over retirement investments.		1.0		clinton and her husband pocketed haitian relief funds. 	he's not a puppet.  not perfect by any means. 	he's uninformed on key positions. 		dependance on government. 	control over retirement investments. 	
2875	402212	63.0	0.0	3	6.0		0.0											don't agree with their views	agree with most views		2.0						don't agree with their views	agree with most views	
2876	402213	60.0	0.0	2	3.0	2.0	0.5	2.5	6.0	5.5	3.5	6.5		Liar, Untrustworthy, Benghazi, Server issue. Arrogant	Strong stance on Securing border, Strong on right to bear ar		Pro health and welfare	TOO FAR Left, to pro anti everything	Pro 2nd amendmant	Weakness to stand on issues. Lied about representing public	1.0		liar, untrustworthy, benghazi, server issue.  arrogant	strong stance on securing border, strong on right to bear ar		pro health and welfare	too far left, to pro anti everything	pro 2nd amendmant	weakness to stand on issues.  lied about representing public
2877	402215	49.0	0.0	3	0.0	1.0	0.5	3.5	5.0	5.5	2.5	4.5	I saw her talk at a funeral [REDACTED TIME]			I don't like his attitude towards immigrants, same sex etc	stance on immigration, same-sex marriage, women's rights		conservative fiscal policy	stance on immigration, same-sex marriage, etc.	0.0	i saw her talk at a funeral [redacted time]			i don't like his attitude towards immigrants, same sex etc	stance on immigration, same-sex marriage, women's rights		conservative fiscal policy	stance on immigration, same-sex marriage, etc. 
2878	402219	56.0	1.0	2	6.0		0.0							I dont't trust her and she lies	Trust			they lie to much	I like the way they handled everything		2.0		i dont't trust her and she lies	trust			they lie to much	i like the way they handled everything	
2879	402221		1.0	1	3.0		0.0							She is a liar		big mouth		Too many 'something for nothing' programs	do not fund enabling social programs	seem to favor the wealthy	1.0		she is a liar		big mouth		too many 'something for nothing' programs	do not fund enabling social programs	seem to favor the wealthy
2880	402224	31.0	1.0	1	6.0	1.0	0.0	2.5	5.0	6.5	3.0	5.0		lies							2.0		lies						
2881	402229	31.0	0.0	3	2.0	3.0	0.5	6.0	3.0	5.5	3.0	6.0				The man is a lunatic, racist, sexist, and a liar.				obstructionism, catering to racist, not condemning Donald Tr	1.0				the man is a lunatic, racist, sexist, and a liar. 				obstructionism, catering to racist, not condemning donald tr
2882	402233	34.0	0.0	3	4.0	2.0	0.0	7.0	4.5	4.0	2.0	6.5		LACK OF TRUST	NOT HILLARY	CRAZY	EDUCATION SPENDING	THEY DON'T TEACH SELF RELIEANCE	FISCAL CONSERVATISM	WAR SPENDING	1.0		lack of trust	not hillary	crazy	education spending	they don't teach self relieance	fiscal conservatism	war spending
2883	402234	53.0	0.0	1	4.0	1.0	0.0	3.5	5.5	6.0	1.5	3.0		I dont want another clinton in the whitehouse							1.0		i dont want another clinton in the whitehouse						
2884	402237	46.0	1.0	2	3.0	2.0	0.0	4.5	4.5	6.5	3.0	5.0									1.0								
2885	402240	32.0	0.0	2	2.0	3.0	0.5	3.5	6.0	6.0	4.5	7.0	LGBTQ rights, tax & criminal justice reform, foreign policy			he's a racist demagogue & a fraud	it at least pretends to be progressive	they aren't progressive enough		agenda of radical disenfranchisement and discrimination	1.0	lgbtq rights, tax & criminal justice reform, foreign policy			he's a racist demagogue & a fraud	it at least pretends to be progressive	they aren't progressive enough		agenda of radical disenfranchisement and discrimination
2886	402241	36.0	1.0	3	2.0	2.0	0.0	2.0	6.0	7.0	1.5	6.0	I respect her experience and work on women's issues	Lack of truthfulness and out of touch with typical family		Too many things to list. Deplorable, no redeeming qualities.	More open mided, greater focus on social/enviromental issues	Greed, lack of fiscal responsibility		No compromise, fear mongers,business over people/environment	1.0	i respect her experience and work on women's issues	lack of truthfulness and out of touch with typical family		too many things to list.  deplorable, no redeeming qualities. 	more open mided, greater focus on social/enviromental issues	greed, lack of fiscal responsibility		no compromise, fear mongers,business over people/environment
2887	402244	57.0	0.0	3	6.0	2.0	0.0	4.0	6.0	7.0	1.5	4.5	Weak opposition	General mistrust	Political outsider	He is a bit inconsistent in how he treats others.	Portray more diversity	Too liberal	Tend to be more fiscally responsible	Huge increase in our national debt	2.0	weak opposition	general mistrust	political outsider	he is a bit inconsistent in how he treats others. 	portray more diversity	too liberal	tend to be more fiscally responsible	huge increase in our national debt
2888	402248	34.0	0.0	3	3.0	2.0	0.0	4.0	4.0	4.0	4.0	4.0		corruption	truth, and want to build america great again			immigration policies	cutting tax, better living	not united	1.0		corruption	truth, and want to build america great again			immigration policies	cutting tax, better living	not united
2889	402253	34.0	1.0	1	0.0		0.0														0.0								
2890	402254	59.0	1.0	3	4.0	2.0	0.5	1.5	7.0	5.0	2.5	3.0		Her moral stances, respect for life		his temperment, unsuitable for presidency		their demonizing of conservatives as ignorant and prejudiced	presenting a conservative voice	their inability to work with the democrats in governing	1.0		her moral stances, respect for life		his temperment, unsuitable for presidency		their demonizing of conservatives as ignorant and prejudiced	presenting a conservative voice	their inability to work with the democrats in governing
2891	402257	34.0	1.0	1	4.0	1.0	0.0	4.5		6.5	3.5			This entire election is a Joke	His views on Immigration	He is an idiot					1.0		this entire election is a joke	his views on immigration	he is an idiot				
2892	402258	45.0	0.0	3	6.0	3.0	0.0	6.0	4.0	6.5	4.0	5.5	intelligence, experience, fairness, good negotiator	STAT QUO, HI TAXES, BAD POLICIES, MASSV FINANCAL INEFFICIENC	fiscal intellignce, biz sense, tough on terrorists, CHANGE N	speaks withot carful consideration, bad tempr, old gen thnkg	gun control, pro choice, giving oppty, education	ABSuRD+SHAMEFUL WASTE OF HRD EARND TAX$, NO BIZ SENS, 2sft-o	fiscal responsibility, biz sense, capitalism, want tax refor	lak of gun contrl is ridiculus, pro life=silly, 2 mch fiting	2.0	intelligence, experience, fairness, good negotiator	stat quo, hi taxes, bad policies, massv financal inefficienc	fiscal intellignce, biz sense, tough on terrorists, change n	speaks withot carful consideration, bad tempr, old gen thnkg	gun control, pro choice, giving oppty, education	absurd+shameful waste of hrd earnd tax$, no biz sens, 2sft-o	fiscal responsibility, biz sense, capitalism, want tax refor	lak of gun contrl is ridiculus, pro life=silly, 2 mch fiting
2893	402259	30.0	1.0	3	2.0	2.0	0.5	4.5	5.5	5.0	4.5	4.0	Her qualifications	Her flip-flopping		Not qualified, does not represent my image of the USA	Women's rights			Tax policies, no support of women's rights	1.0	her qualifications	her flip-flopping		not qualified, does not represent my image of the usa	women's rights			tax policies, no support of women's rights
2894	402262	67.0	0.0	1	2.0	2.0	0.5	2.0	4.5	3.5	2.0	4.0	Experience			Demagoguery			Fiscal responsibility	Tea party	1.0	experience			demagoguery			fiscal responsibility	tea party
2895	402265			3	6.0	2.0	0.0	4.0	4.5	5.5	2.0	5.5		She is untrustworthy	He wants to build a wall	He wants to build a wall		They give money out			2.0		she is untrustworthy	he wants to build a wall	he wants to build a wall		they give money out		
2896	402267	58.0	0.0	3	0.0	3.0	0.0	7.0	5.5	7.0	5.0	6.5	was a good NY senator, competent	too private, seems to blur legal lines often		racist, seems to wing it, no policitical experience	they look out for middle class a little bit	Way too in bed with corporate money		More about obstruction than loyal opposition	0.0	was a good ny senator, competent	too private, seems to blur legal lines often		racist, seems to wing it, no policitical experience	they look out for middle class a little bit	way too in bed with corporate money		more about obstruction than loyal opposition
