30,8,7,2729
30,8,8,2918
30,8,9,2909
30,8,10,2937
30,8,15,359
30,8,20,2849
30,8,25,3002
30,9,2,2206
30,9,3,2350
30,9,4,2551
30,9,5,2648
30,9,6,2558
30,9,7,2751
30,9,8,2918
30,9,9,3013
30,9,10,3027
30,9,15,359
30,9,20,2810
30,9,25,3002
30,10,2,2284
30,10,3,2370
30,10,4,2497
30,10,5,2679
30,10,6,2574
30,10,7,2723
30,10,8,2965
30,10,9,3007
30,10,10,3021
30,10,15,359
30,10,20,2818
30,10,25,3010
30,15,2,2045
30,15,3,90
30,15,4,138
30,15,5,2588
30,15,6,2480
30,15,7,355
30,15,8,2540
30,15,9,550
30,15,10,639
30,15,15,2880
30,15,20,2842
30,15,25,2995
30,20,2,47
30,20,3,90
30,20,4,138
30,20,5,196
30,20,6,264
30,20,7,371
30,20,8,462
30,20,9,2767
30,20,10,2776
30,20,15,2795
30,20,20,2822
30,20,25,2995
30,25,2,2222
30,25,3,2349
30,25,4,2483
30,25,5,2475
30,25,6,2516
30,25,7,2533
30,25,8,2505
30,25,9,2714
30,25,10,2669
30,25,15,2817
30,25,20,2864
30,25,25,3017
35,2,2,2167
35,2,3,2427
35,2,4,2530
35,2,5,2654
35,2,6,2779
35,2,7,2778
35,2,8,2939
35,2,9,3022
35,2,10,2943
35,2,15,378
35,2,20,299
35,2,25,3127
35,3,2,2149
35,3,3,2266
35,3,4,2440
35,3,5,2603
35,3,6,2789
35,3,7,2793
35,3,8,2880
35,3,9,2834
35,3,10,2923
35,3,15,378
35,3,20,3095
35,3,25,3130
35,4,2,2054
35,4,3,2196
35,4,4,2453
35,4,5,2578
35,4,6,2779
35,4,7,2785
35,4,8,2777
35,4,9,2856
35,4,10,2946
35,4,15,378
35,4,20,3097
35,4,25,945
35,5,2,2043
35,5,3,2204
35,5,4,2422
35,5,5,2579
35,5,6,2729
35,5,7,2640
35,5,8,2760
35,5,9,2824
35,5,10,2949
35,5,15,378
35,5,20,3097
35,5,25,945
35,6,2,2086
35,6,3,2307
35,6,4,2420
35,6,5,2535
35,6,6,2720
35,6,7,2644
35,6,8,2775
35,6,9,2828
35,6,10,2903
35,6,15,378
35,6,20,3105
35,6,25,945
35,7,2,2117
35,7,3,2274
35,7,4,2412
35,7,5,2540
35,7,6,2740
35,7,7,2659
35,7,8,2744
35,7,9,2785
35,7,10,2902
35,7,15,378
